d,tube_stops_d,car_prob_d
"113.42,23.05",0,8
"121.70,31.16",0,11
"113.12,23.36",0,2
"113.95,22.70",0,7
"121.37,31.07",0,2
"121.90,30.87",0,10
"121.49,31.09",0,18
"113.52,22.72",0,3
"113.39,22.98",0,3
"121.34,31.32",0,14
"113.16,23.42",0,6
"113.77,22.67",0,0
"113.93,22.61",0,6
"113.53,23.12",0,12
"121.31,31.24",1,56
"121.32,31.41",0,45
"113.69,23.49",0,1
"121.61,31.25",0,50
"113.50,23.08",0,14
"121.32,30.88",0,12
"113.30,23.33",0,34
"121.54,31.31",0,65
"114.24,22.68",0,2
"121.31,31.31",0,36
"121.08,30.94",0,12
"121.44,31.04",0,19
"121.15,31.06",0,3
"121.29,31.05",0,6
"121.62,31.29",0,28
"121.65,31.59",0,175
"121.73,31.16",0,158
"113.18,23.47",0,15
"121.25,31.41",0,53
"121.14,31.01",0,19
"114.21,22.57",0,0
"121.45,31.10",0,38
"114.30,22.59",0,22
"113.13,23.38",0,2
"121.42,31.04",0,18
"121.92,30.89",0,43
"121.33,31.39",0,24
"121.67,31.27",0,14
"114.36,22.61",0,21
"113.35,23.02",0,16
"113.78,23.49",0,2
"121.27,31.11",0,316
"121.56,31.09",0,2
"121.37,31.36",0,20
"113.59,23.56",0,31
"121.55,30.82",0,1
"113.93,22.70",0,22
"113.77,23.29",0,0
"121.51,31.09",0,16
"113.57,23.28",1,28
"121.12,31.15",0,104
"113.46,23.00",0,15
"113.44,23.40",1,4
"113.31,23.20",0,2
"113.92,22.77",0,4
"121.52,30.82",0,10
"113.98,22.68",0,41
"113.20,23.23",0,17
"121.19,31.27",0,6
"121.18,31.07",0,22
"113.84,22.58",0,23
"121.33,30.89",0,50
"121.29,31.14",0,13
"114.31,22.71",0,56
"113.25,23.29",0,0
"121.70,31.24",0,23
"121.24,31.21",0,76
"121.49,31.41",0,40
"121.27,31.02",0,4
"113.31,22.92",0,0
"113.12,23.37",0,8
"121.63,30.92",0,136
"121.60,31.22",0,36
"113.67,23.21",0,0
"114.24,22.59",0,18
"113.95,22.71",0,0
"121.76,30.97",0,41
"113.33,23.05",0,13
"113.28,23.45",0,0
"121.33,31.40",0,19
"121.42,31.00",0,33
"113.26,23.04",0,12
"121.17,31.16",0,0
"121.74,30.89",0,108
"121.45,31.35",0,16
"113.86,22.72",0,0
"113.86,22.73",0,15
"113.33,23.06",0,9
"113.34,23.22",0,0
"113.52,23.17",0,7
"113.80,22.63",0,0
"113.20,23.26",0,3
"121.43,31.12",0,16
"113.45,23.13",0,22
"121.21,31.27",0,43
"113.41,23.05",0,6
"114.01,22.56",0,121
"114.12,22.67",0,41
"120.90,31.07",0,6
"121.64,31.19",0,9
"114.22,22.65",0,4
"113.19,23.43",0,6
"121.25,31.11",0,4
"113.35,23.29",0,52
"113.34,23.02",0,41
"114.24,22.67",0,15
"121.27,31.05",0,3
"113.55,23.61",0,0
"121.66,31.25",0,3
"121.65,31.30",0,106
"121.27,31.19",1,9
"113.50,23.14",0,16
"113.43,23.11",0,44
"121.29,31.82",0,67
"113.87,22.82",0,8
"114.29,22.77",0,10
"113.21,23.19",0,0
"114.24,22.69",0,8
"113.23,23.22",0,26
"121.73,31.07",0,24
"113.38,22.95",0,63
"121.42,31.09",0,11
"113.50,22.97",0,17
"113.84,22.70",0,13
"113.46,22.97",0,0
"121.36,31.37",0,37
"113.65,23.64",0,9
"113.37,23.35",0,2
"113.29,23.30",0,28
"121.69,31.02",0,35
"121.58,31.18",1,3
"121.24,31.04",0,65
"121.18,30.98",0,4
"121.64,31.15",0,5
"113.47,22.92",0,2
"121.54,31.15",0,30
"121.22,31.09",0,25
"121.32,31.34",0,22
"121.18,31.40",0,1
"121.20,31.01",0,70
"113.56,23.12",0,28
"121.31,31.29",0,262
"113.31,23.43",0,2
"113.30,22.94",0,5
"121.29,31.27",0,315
"113.27,23.44",0,1
"113.60,23.14",1,50
"114.11,22.70",0,54
"121.58,31.24",0,93
"121.57,31.28",1,20
"121.72,31.23",0,83
"114.18,22.59",0,0
"121.25,31.45",0,12
"121.18,31.42",0,20
"113.91,22.75",0,47
"121.24,31.00",0,12
"121.24,31.32",0,18
"121.30,31.13",0,11
"121.15,31.15",0,25
"121.37,30.99",0,0
"121.54,30.83",0,2
"113.48,23.19",0,36
"114.03,22.69",0,26
"121.17,31.44",0,52
"121.54,31.12",0,35
"113.91,22.64",0,3
"121.32,31.42",0,4
"121.76,31.04",0,31
"114.03,22.72",0,14
"113.59,23.12",0,69
"113.85,22.75",0,6
"113.55,23.11",0,19
"113.78,22.75",0,18
"113.41,23.34",0,0
"113.85,22.69",0,1
"121.16,31.37",0,10
"121.46,31.06",0,1
"121.29,31.10",0,10
"121.31,31.07",0,126
"121.53,31.07",0,47
"113.80,23.28",0,4
"113.56,23.21",0,7
"113.35,23.11",0,34
"113.59,23.10",0,2
"121.54,30.88",0,57
"121.35,30.78",0,57
"121.19,31.01",0,31
"113.48,23.58",0,0
"121.40,31.35",0,9
"113.58,23.28",0,26
"113.40,23.18",0,2
"121.42,31.01",1,47
"121.45,31.60",0,2
"121.76,31.12",0,17
"121.23,31.29",0,6
"113.39,22.95",0,15
"113.25,23.05",0,16
"114.57,22.50",0,2
"114.26,22.75",0,22
"113.22,23.38",0,50
"113.30,22.90",0,9
"114.34,22.68",0,53
"121.58,31.08",0,71
"121.64,31.08",0,9
"121.32,31.25",0,27
"113.37,22.93",0,92
"114.16,22.56",0,26
"121.89,30.88",0,17
"121.27,31.28",0,18
"113.29,22.98",0,6
"113.42,23.39",0,4
"114.06,22.71",0,116
"121.37,31.13",0,24
"114.28,22.68",0,0
"113.89,22.77",0,26
"113.17,23.35",0,0
"113.40,22.89",0,51
"113.48,22.92",1,8
"121.30,30.98",0,32
"121.63,31.03",0,59
"113.70,23.18",0,13
"113.50,23.10",0,18
"113.36,22.96",0,174
"113.98,22.61",0,0
"113.53,23.21",0,0
"113.58,23.54",0,152
"121.52,30.86",0,11
"121.37,31.20",0,11
"121.61,30.90",0,31
"114.10,22.69",0,11
"113.54,23.09",0,0
"121.46,31.15",0,15
"113.40,22.94",0,83
"113.20,23.08",0,21
"113.23,23.29",0,0
"113.55,22.82",0,10
"114.35,22.76",0,0
"113.49,22.98",0,4
"121.70,31.13",0,5
"121.56,30.92",0,14
"113.96,22.69",0,23
"113.46,23.14",0,6
"113.61,22.66",0,0
"121.42,31.68",0,26
"121.70,31.04",0,30
"113.24,23.07",0,3
"121.62,31.12",0,40
"121.15,30.89",0,22
"121.73,31.18",0,4
"121.84,30.90",0,0
"121.38,31.31",0,35
"121.02,30.98",0,3
"113.60,22.76",0,18
"121.47,31.17",1,7
"113.26,23.40",0,0
"113.87,22.50",0,8
"121.32,31.19",0,58
"121.22,31.02",0,71
"121.30,31.27",0,6
"113.88,22.67",0,7
"113.54,23.12",0,22
"113.98,22.74",0,3
"121.60,31.62",0,79
"113.34,23.35",0,0
"121.69,31.11",0,3
"121.41,31.09",0,28
"121.19,31.20",0,25
"113.46,23.30",0,6
"121.21,31.03",0,63
"121.59,30.94",0,2
"121.22,31.27",0,5
"113.16,23.37",0,0
"113.43,23.12",0,14
"121.46,31.16",2,0
"113.87,22.48",0,0
"113.85,23.24",0,2
"121.16,31.40",0,8
"114.24,22.60",0,26
"113.37,23.16",0,15
"121.82,30.95",0,0
"121.75,31.12",0,261
"121.64,31.12",0,13
"121.20,31.31",0,36
"121.90,30.90",0,2
"121.15,31.39",0,101
"113.92,22.73",0,17
"113.87,22.55",0,13
"113.86,22.55",0,1
"113.37,23.22",0,7
"114.41,22.72",0,4
"121.74,30.90",0,68
"121.62,31.54",0,19
"114.49,22.47",0,0
"113.86,22.71",0,4
"113.53,23.32",0,0
"121.77,31.12",0,52
"113.39,22.97",0,15
"113.22,23.29",0,7
"121.20,30.93",0,2
"121.67,31.17",0,117
"121.56,31.20",0,13
"121.06,31.09",0,2
"121.39,31.15",0,59
"121.74,31.00",0,16
"114.10,22.73",0,7
"121.81,30.91",0,68
"121.44,31.05",0,16
"113.26,23.23",0,38
"113.26,23.26",0,37
"121.46,30.81",0,2
"121.41,31.04",0,34
"114.14,22.54",0,3
"121.27,31.23",0,15
"121.40,31.12",0,34
"113.21,23.43",0,9
"114.34,22.76",0,0
"113.27,23.36",0,8
"113.21,23.06",0,62
"121.57,31.10",0,13
"121.71,31.03",0,261
"113.86,22.77",0,10
"121.43,31.11",0,10
"121.69,31.15",0,46
"113.98,22.57",0,42
"121.70,31.26",0,66
"121.43,31.40",0,11
"121.44,31.06",0,15
"113.82,23.34",0,0
"113.31,23.36",0,3
"113.41,22.80",0,4
"113.30,23.20",0,7
"121.78,31.00",0,2
"121.12,31.17",0,15
"114.00,22.74",0,0
"113.39,22.91",0,10
"113.89,22.51",0,67
"121.48,30.95",0,53
"121.74,31.07",0,10
"113.66,23.13",0,12
"121.44,31.00",0,9
"113.22,23.42",0,2
"121.25,31.18",1,5
"121.20,31.10",0,80
"121.40,31.04",0,8
"113.13,23.37",0,1
"113.46,22.90",0,0
"121.42,31.10",0,7
"121.52,31.11",0,44
"121.51,31.32",0,22
"121.68,30.93",0,197
"113.29,23.33",0,22
"113.24,23.51",0,2
"121.38,31.33",0,9
"113.59,23.13",1,47
"121.30,31.14",0,18
"121.35,31.13",0,64
"121.52,31.09",0,41
"113.67,23.17",0,1
"121.74,31.16",0,87
"113.64,23.12",0,29
"113.30,23.34",0,8
"121.34,31.08",0,14
"113.83,22.75",0,16
"113.43,23.05",0,4
"121.42,31.63",0,32
"121.04,31.01",0,27
"121.22,31.21",0,13
"113.79,23.23",0,2
"113.89,22.76",0,10
"113.24,23.40",0,48
"113.24,23.05",0,4
"121.29,31.53",0,0
"114.35,22.60",0,0
"121.23,31.31",0,19
"121.15,30.91",0,0
"113.57,23.13",0,28
"113.83,22.76",0,51
"121.42,31.40",0,20
"121.58,31.12",0,56
"113.81,23.29",0,62
"113.53,23.10",0,32
"113.48,23.05",0,2
"121.07,30.99",0,16
"121.56,31.13",0,67
"113.82,23.22",0,9
"121.63,31.28",0,10
"121.44,31.36",0,33
"121.40,31.09",0,22
"121.51,31.72",0,21
"113.31,23.22",0,25
"113.80,22.78",0,20
"121.46,30.82",0,18
"121.32,31.12",0,168
"121.08,31.18",0,19
"121.19,31.13",0,14
"114.11,22.68",0,7
"121.23,31.37",0,56
"121.24,31.01",0,48
"113.45,22.96",0,1
"121.28,30.84",0,3
"113.24,23.23",0,6
"113.15,23.47",0,59
"121.23,31.04",0,73
"113.18,23.38",0,33
"113.45,22.89",0,58
"121.36,31.03",0,62
"121.47,30.89",0,3
"121.56,31.30",0,6
"113.88,22.68",0,0
"114.40,22.75",0,0
"121.51,30.91",0,21
"121.95,31.52",0,0
"121.44,30.96",0,163
"121.45,31.38",0,4
"121.24,31.27",0,7
"113.67,23.51",0,5
"121.29,31.16",0,5
"121.54,31.17",0,38
"121.22,31.19",0,13
"121.27,31.01",0,7
"121.13,31.18",0,3
"113.83,23.30",0,86
"121.52,31.16",0,29
"113.96,22.64",0,0
"113.52,22.91",0,18
"121.50,30.91",0,7
"121.79,30.87",0,2
"121.20,31.23",0,4
"113.34,23.30",1,77
"121.24,31.18",1,4
"114.09,22.58",0,7
"121.79,31.05",0,10
"121.61,31.33",0,48
"113.23,23.34",0,4
"114.22,22.56",0,73
"113.51,23.14",0,29
"113.42,22.98",0,10
"113.82,22.62",0,7
"121.22,31.10",0,6
"121.36,31.04",0,5
"121.17,31.28",0,13
"120.91,31.07",0,46
"121.25,31.28",0,102
"121.15,31.01",0,12
"121.23,31.03",1,42
"113.45,23.00",0,11
"121.15,31.11",0,32
"113.36,23.06",0,29
"113.46,23.42",1,2
"114.23,22.67",0,0
"113.49,23.21",0,4
"121.55,31.13",0,30
"121.33,31.29",0,42
"113.94,22.63",0,18
"121.48,31.17",0,51
"113.60,22.67",0,0
"113.29,23.35",0,63
"121.18,31.14",0,7
"121.55,30.99",0,35
"121.78,31.06",0,18
"121.19,31.42",0,11
"121.31,31.12",0,36
"113.58,22.28",0,123
"113.46,22.89",0,20
"121.61,31.35",0,9
"113.56,23.53",0,8
"121.31,31.27",0,35
"113.44,23.39",0,4
"121.20,31.16",0,21
"114.28,22.62",0,11
"121.40,31.01",0,49
"113.58,23.11",0,45
"113.25,23.07",0,29
"121.35,31.18",0,47
"113.62,23.11",0,11
"113.42,22.92",0,3
"113.65,23.16",0,15
"121.70,31.40",0,39
"113.29,23.31",0,4
"113.44,22.93",0,6
"113.52,23.48",0,0
"121.31,31.48",0,12
"113.49,23.15",0,8
"121.26,31.42",0,7
"113.28,23.19",0,11
"113.29,23.18",0,0
"114.45,22.59",0,1
"113.49,23.09",1,29
"121.26,31.07",0,12
"114.46,22.57",0,10
"113.88,22.81",0,63
"113.46,23.27",0,0
"113.83,22.80",0,32
"121.50,31.60",0,16
"121.51,31.03",0,15
"113.27,23.04",0,22
"113.67,23.65",0,2
"121.62,31.23",0,1
"121.30,31.37",0,20
"121.26,31.11",0,19
"121.23,31.20",0,43
"121.30,30.78",0,21
"113.71,23.17",0,11
"114.27,22.76",0,7
"113.33,22.94",0,21
"121.22,31.32",0,41
"121.43,31.33",0,57
"121.82,30.90",0,20
"113.30,22.93",0,5
"121.55,30.92",0,33
"121.70,31.38",0,2
"114.15,22.55",0,11
"121.47,31.15",0,14
"121.11,31.20",0,2
"121.60,31.17",0,20
"121.46,31.14",0,8
"113.59,22.78",0,23
"113.94,22.81",0,3
"121.32,31.31",0,38
"121.60,31.03",0,80
"113.43,22.84",0,3
"113.39,22.99",0,15
"121.25,31.03",0,9
"121.38,31.35",0,49
"113.47,23.16",0,14
"113.59,23.18",0,27
"121.27,31.34",0,52
"121.30,31.23",0,2
"121.38,30.95",0,131
"121.32,31.37",0,14
"121.31,31.17",0,66
"121.34,31.41",0,24
"121.35,31.31",0,6
"114.09,22.73",0,25
"114.38,22.61",0,8
"113.33,23.32",0,2
"114.22,22.63",0,28
"113.41,23.19",0,22
"113.31,22.93",0,2
"113.61,23.55",0,0
"121.41,31.00",0,1
"113.76,22.69",0,0
"113.40,23.10",0,2
"114.55,22.56",0,11
"113.48,23.11",0,10
"113.45,22.84",0,4
"114.33,22.61",0,2
"121.63,31.32",0,17
"113.24,23.25",0,0
"113.34,22.84",0,36
"121.73,30.90",0,201
"114.49,22.58",0,11
"113.22,23.28",0,32
"113.88,22.77",0,7
"114.14,22.64",0,7
"121.54,31.26",0,41
"121.54,30.87",0,201
"121.23,31.30",0,3
"113.17,23.42",0,6
"114.09,22.65",0,1
"114.45,22.57",0,4
"121.28,31.35",0,186
"113.55,23.14",0,14
"113.60,23.21",0,0
"114.26,22.71",0,27
"113.89,22.75",0,3
"121.02,31.14",0,0
"121.22,31.06",0,50
"113.52,23.19",0,9
"113.53,23.11",0,18
"113.04,23.47",0,0
"113.23,23.27",0,4
"113.99,22.61",0,9
"121.15,31.31",0,26
"114.24,22.57",0,46
"121.38,31.29",0,44
"121.28,31.04",0,13
"121.41,31.39",0,1
"113.56,23.64",0,0
"114.23,22.57",0,2
"121.45,31.12",0,27
"121.32,31.11",0,20
"121.66,31.27",1,13
"113.79,22.71",0,15
"113.78,23.63",0,0
"121.40,31.06",0,51
"121.16,31.31",0,25
"121.72,31.38",0,0
"121.26,31.16",0,23
"113.49,22.82",0,4
"121.26,31.10",0,190
"121.21,31.42",0,65
"113.59,23.54",0,76
"113.61,23.18",0,0
"114.42,22.61",0,0
"121.61,31.29",0,88
"113.41,23.23",0,2
"121.97,30.89",0,5
"114.40,22.69",0,0
"121.14,31.18",0,8
"121.29,31.01",0,20
"121.14,31.35",0,53
"113.41,23.67",0,3
"113.43,23.39",0,14
"121.35,30.73",0,27
"121.63,31.31",0,48
"114.37,22.76",0,4
"121.40,31.62",0,31
"113.49,22.94",0,22
"121.32,31.43",0,34
"121.61,30.91",0,8
"121.59,31.18",0,2
"113.21,23.13",1,40
"121.79,31.16",0,15
"113.52,23.13",0,17
"113.54,23.16",0,0
"113.58,23.15",0,0
"114.02,22.71",0,14
"121.54,31.56",0,3
"113.88,23.22",0,2
"121.37,31.33",0,13
"113.48,23.09",0,14
"113.99,22.66",0,18
"121.30,31.12",0,12
"121.74,31.15",0,7
"113.33,23.22",0,14
"113.20,23.29",0,4
"121.81,30.96",0,3
"113.98,22.71",0,0
"121.29,30.94",0,40
"121.79,30.92",0,3
"121.42,31.30",0,65
"121.88,30.90",0,2
"121.34,31.39",0,19
"113.89,22.80",0,25
"114.16,22.58",0,2
"113.23,23.47",0,0
"113.93,22.79",0,1
"113.40,22.98",0,0
"121.77,31.20",0,2
"114.23,22.68",0,12
"113.87,22.54",0,0
"113.96,22.52",0,26
"113.41,22.99",0,0
"113.22,23.47",0,2
"113.85,22.74",0,13
"121.60,31.15",0,15
"113.58,22.80",0,22
"114.39,22.74",0,4
"121.07,30.87",0,11
"121.63,31.20",0,31
"113.61,23.14",0,23
"121.30,31.05",0,7
"114.04,22.75",0,12
"113.63,23.18",0,0
"121.51,30.98",0,46
"114.00,22.63",0,1
"113.43,23.20",0,4
"121.61,31.63",0,4
"121.61,31.54",0,16
"114.29,22.79",0,2
"113.42,23.18",0,39
"121.63,31.24",0,15
"121.30,31.01",0,11
"121.74,31.05",0,63
"113.92,22.75",0,18
"113.26,23.07",0,18
"121.47,31.39",0,24
"121.61,31.24",0,6
"113.91,22.68",0,8
"121.44,31.41",1,15
"121.28,31.40",0,29
"121.29,30.99",0,3
"121.54,31.13",0,15
"121.17,31.39",0,2
"121.27,31.39",0,51
"113.22,23.37",0,13
"121.73,31.05",0,50
"114.32,22.69",0,6
"113.50,23.58",0,3
"113.28,23.44",0,18
"114.08,22.74",0,32
"113.82,22.74",0,81
"121.54,31.33",0,35
"114.43,22.61",0,8
"113.55,23.27",0,15
"121.69,31.14",0,24
"121.11,30.89",0,0
"121.66,31.17",0,31
"121.25,31.17",0,5
"113.22,23.06",0,36
"113.53,23.07",0,31
"113.71,23.19",0,4
"121.45,30.90",0,27
"113.49,23.39",0,2
"113.29,23.01",0,14
"121.27,30.89",0,40
"121.61,31.07",0,5
"121.21,31.44",0,86
"121.43,31.07",0,0
"113.64,22.61",0,2
"113.87,22.77",0,35
"114.25,22.60",0,15
"121.56,31.35",0,21
"121.19,31.02",0,26
"121.22,31.36",0,7
"113.21,23.36",0,0
"113.63,23.37",0,0
"113.40,22.88",0,3
"121.48,31.33",0,33
"121.80,30.91",0,24
"113.36,23.38",0,0
"121.59,31.36",0,1
"121.19,31.28",0,51
"113.58,22.75",0,14
"113.53,23.15",0,2
"113.66,23.22",0,11
"113.31,23.29",0,11
"121.12,30.94",0,13
"121.62,31.32",0,87
"113.52,23.08",0,18
"113.28,23.06",0,34
"113.59,23.55",0,108
"121.71,31.11",0,2
"121.23,31.07",0,9
"121.52,31.14",0,44
"114.22,22.55",0,8
"113.48,22.86",0,13
"114.29,22.76",0,3
"113.39,23.18",0,0
"121.68,31.38",0,4
"113.50,23.11",0,3
"121.71,31.07",0,260
"121.40,31.31",0,30
"121.87,30.98",0,18
"113.21,23.17",0,31
"113.48,23.44",0,10
"113.79,23.29",0,4
"121.27,30.99",0,4
"121.07,31.18",0,11
"114.48,22.60",0,40
"114.33,22.77",0,0
"121.62,31.22",0,24
"121.39,31.67",0,21
"121.51,31.07",0,15
"121.26,31.41",0,4
"113.58,23.16",0,11
"113.56,22.81",0,7
"121.54,31.37",0,19
"121.17,31.31",0,19
"113.58,23.51",0,0
"121.38,31.63",0,15
"121.77,31.13",0,7
"113.56,23.20",0,27
"121.45,31.13",0,23
"121.21,31.07",0,2
"114.48,22.54",0,6
"113.19,23.41",0,12
"113.23,23.43",0,1
"121.61,31.06",1,12
"113.48,23.20",0,6
"113.41,23.42",0,0
"121.62,31.33",0,19
"113.51,22.83",1,59
"121.62,30.91",0,9
"114.13,22.67",0,26
"113.44,23.14",0,5
"114.25,22.58",0,4
"121.81,31.10",0,9
"113.49,23.14",0,1
"121.49,30.91",0,27
"121.44,31.38",0,20
"113.71,23.70",0,14
"113.41,22.93",0,17
"113.20,23.21",0,0
"121.34,30.88",0,2
"113.20,23.34",0,3
"121.28,31.37",0,11
"121.29,31.22",0,5
"121.71,31.24",0,14
"114.39,22.70",0,0
"121.20,31.76",0,6
"113.34,23.26",0,0
"113.49,22.95",0,0
"121.09,30.94",0,9
"121.58,30.91",0,2
"121.64,31.06",0,8
"121.66,31.20",0,10
"113.46,22.99",0,12
"113.22,23.07",0,26
"113.20,23.27",0,4
"121.28,31.47",0,253
"121.73,30.87",0,11
"113.17,23.45",0,37
"113.56,23.19",0,18
"114.33,22.76",0,2
"113.42,23.07",0,2
"121.31,30.96",0,170
"113.52,22.84",0,4
"121.51,30.99",0,3
"121.68,31.62",0,10
"121.14,31.24",0,6
"113.15,23.37",0,3
"121.42,31.07",0,6
"114.22,22.66",0,115
"113.84,22.71",0,12
"121.81,31.09",0,23
"121.02,31.10",1,6
"121.54,30.86",0,0
"113.76,22.71",0,0
"113.51,23.36",0,1
"113.80,23.30",0,20
"121.32,31.45",0,17
"121.10,31.07",0,1
"121.45,30.96",0,12
"113.27,22.96",0,13
"121.13,31.11",0,13
"113.39,22.92",0,26
"121.63,31.16",0,15
"121.00,31.06",0,0
"121.00,31.02",0,1
"113.38,23.09",0,26
"121.22,31.33",2,15
"121.80,31.16",0,13
"113.55,23.10",0,14
"114.14,22.72",0,11
"113.34,22.90",0,6
"113.16,23.41",0,8
"121.16,31.38",0,92
"113.45,23.14",0,22
"113.65,23.13",0,13
"121.69,31.22",0,27
"121.53,31.30",1,149
"121.35,31.14",0,105
"121.04,31.12",0,19
"113.98,22.73",0,3
"113.48,23.27",0,0
"121.51,31.01",0,18
"120.91,31.08",0,21
"114.22,22.61",0,4
"114.01,22.69",0,19
"113.20,23.46",0,1
"113.41,23.15",0,11
"113.26,23.37",1,3
"121.26,31.32",0,4
"113.16,23.48",0,7
"121.55,31.16",0,11
"121.35,31.04",0,5
"121.75,31.13",0,53
"113.82,23.27",0,15
"113.62,23.18",0,0
"121.50,31.03",0,1
"121.27,31.20",0,19
"121.11,31.26",0,40
"121.76,31.03",0,75
"121.16,31.15",0,32
"121.30,30.75",0,0
"121.66,30.92",0,86
"121.18,31.41",0,17
"113.38,22.86",0,8
"121.11,31.18",0,14
"113.43,23.37",0,0
"114.19,22.66",0,20
"121.11,30.94",0,22
"121.50,30.98",0,7
"113.46,23.03",0,5
"114.31,22.73",0,10
"121.81,30.97",0,87
"121.67,31.14",0,92
"121.64,31.16",0,16
"121.51,30.86",0,10
"121.15,31.30",0,32
"113.42,22.99",0,0
"113.45,23.40",0,0
"113.30,23.31",0,2
"113.24,23.06",0,19
"121.71,31.28",0,12
"113.25,22.99",0,0
"121.90,30.93",0,4
"113.26,23.27",0,4
"121.57,30.93",0,18
"113.32,22.94",0,14
"121.18,31.37",0,6
"113.31,23.31",0,0
"113.21,23.47",0,2
"121.36,30.75",0,37
"113.45,23.04",0,8
"113.70,23.27",1,12
"113.18,23.48",0,6
"121.54,31.07",0,7
"121.34,30.75",0,39
"113.67,23.28",1,6
"121.28,31.20",0,14
"113.97,22.58",0,14
"121.49,30.83",0,5
"121.14,31.31",0,10
"113.33,22.96",0,12
"113.84,22.79",0,12
"114.22,22.75",0,2
"113.30,22.91",0,6
"121.43,30.93",0,10
"121.75,30.96",0,15
"121.46,31.05",0,29
"121.09,31.23",0,7
"114.53,22.49",0,4
"121.43,30.95",0,9
"114.37,22.68",0,6
"121.52,31.38",0,5
"121.28,31.32",0,5
"113.16,23.38",0,8
"121.50,31.39",0,13
"113.50,22.84",1,14
"121.64,31.02",0,147
"114.06,22.73",0,56
"113.81,22.66",0,38
"121.69,31.04",0,104
"114.02,22.52",0,23
"121.34,30.84",0,9
"114.42,22.60",0,0
"113.56,23.18",0,2
"121.61,31.10",0,74
"121.27,31.27",0,157
"121.84,30.88",0,7
"113.29,23.17",0,0
"121.60,31.10",0,13
"113.54,23.49",0,2
"114.39,22.76",0,63
"121.38,31.30",0,7
"113.21,23.29",0,0
"121.20,31.36",0,4
"114.54,22.48",0,11
"121.35,31.05",0,3
"113.29,23.55",0,2
"121.65,31.29",0,5
"121.62,31.35",0,11
"121.37,31.47",0,6
"113.17,23.40",0,10
"113.56,23.11",0,8
"121.37,31.68",0,20
"113.53,23.13",0,35
"121.30,31.32",0,8
"114.18,22.60",0,2
"113.28,23.01",0,10
"113.22,23.12",0,53
"121.69,31.17",0,5
"121.46,31.35",0,1
"121.56,31.10",0,32
"113.43,23.06",0,0
"121.37,30.77",0,21
"121.63,31.15",0,24
"113.36,23.44",0,0
"114.05,22.74",0,7
"121.63,31.26",0,40
"121.37,31.10",0,29
"113.79,23.30",0,13
"114.52,22.56",0,8
"113.45,23.12",0,43
"121.43,30.98",0,101
"121.15,31.32",0,8
"121.36,31.07",0,5
"121.26,31.24",0,28
"121.50,31.12",0,65
"121.17,30.97",0,5
"121.46,30.97",0,6
"113.90,22.71",0,13
"113.39,22.79",0,45
"121.76,31.52",0,81
"121.20,31.09",0,16
"113.51,23.13",0,11
"114.27,22.64",0,4
"113.53,22.69",0,1
"113.51,22.82",0,0
"121.79,30.88",0,16
"121.28,31.10",0,116
"113.29,22.99",1,15
"121.86,30.93",0,12
"121.22,31.13",0,13
"114.38,22.68",0,0
"121.12,31.18",0,30
"113.97,22.68",0,17
"121.27,31.33",0,39
"113.48,22.80",0,8
"113.25,23.36",0,7
"121.25,31.13",0,9
"121.64,31.26",0,5
"113.87,22.75",0,2
"113.09,23.39",0,0
"113.35,23.46",0,11
"121.59,31.15",0,10
"121.55,31.04",0,2
"113.46,23.05",0,0
"113.62,23.34",0,2
"121.31,30.83",0,0
"113.59,23.14",0,26
"113.51,23.07",0,17
"113.21,23.20",0,48
"121.53,30.85",0,21
"121.60,30.99",0,42
"113.24,23.22",0,30
"121.52,31.17",0,25
"121.78,31.52",0,4
"121.13,31.04",0,19
"113.21,23.24",0,1
"113.41,22.94",0,22
"121.23,31.18",0,11
"113.23,23.35",0,0
"121.59,31.09",0,16
"114.51,22.52",0,1
"121.41,30.80",0,44
"121.39,31.45",0,4
"113.32,22.93",0,7
"113.48,22.75",0,2
"121.25,31.36",0,13
"114.34,22.80",0,0
"121.65,31.33",0,0
"113.18,23.43",0,13
"113.90,22.67",0,7
"121.60,31.34",0,104
"121.09,31.03",0,0
"113.52,23.10",0,25
"121.83,30.87",0,0
"113.80,23.29",0,51
"121.65,31.02",0,1
"121.34,31.35",0,123
"121.15,31.18",0,0
"121.51,30.94",0,15
"121.56,31.24",0,93
"121.20,31.35",0,64
"114.32,22.72",0,0
"121.35,31.07",0,11
"121.10,31.17",0,15
"121.81,30.87",0,6
"113.35,22.92",0,74
"114.26,22.77",0,0
"121.77,31.14",0,11
"114.41,22.62",0,4
"114.33,22.71",0,12
"121.22,30.99",0,4
"121.85,31.05",0,6
"121.67,30.93",0,116
"121.54,31.34",0,10
"113.88,22.53",0,2
"121.91,30.87",0,8
"121.29,31.44",0,23
"114.38,22.71",0,0
"121.33,30.75",0,52
"121.32,31.32",0,96
"113.48,22.79",0,0
"113.37,23.01",0,38
"113.92,22.62",0,6
"121.09,31.21",0,9
"121.39,31.35",0,35
"113.63,23.63",0,6
"121.32,30.79",0,15
"121.17,31.35",0,19
"121.73,31.10",0,20
"113.57,22.80",0,33
"113.75,23.28",0,5
"113.95,22.80",0,58
"114.53,22.57",0,0
"114.39,22.75",0,0
"114.20,22.67",0,2
"121.30,31.44",0,194
"121.38,30.99",0,1
"114.07,22.70",0,4
"113.19,23.27",0,2
"113.41,23.10",0,4
"113.19,23.40",0,45
"121.33,30.73",0,43
"113.50,23.45",0,0
"113.27,22.98",0,6
