o,tube_stops_o,car_prob_o
"121.39,31.29",0,25
"121.36,31.70",0,294
"114.33,22.68",0,41
"113.97,22.62",0,276
"121.52,31.29",0,158
"121.41,31.46",0,87
"114.18,22.65",0,198
"114.23,22.65",0,202
"113.56,22.76",0,22
"113.80,22.78",0,349
"121.50,31.15",1,400
"121.33,31.23",0,40
"121.30,31.45",0,400
"113.98,22.70",0,400
"114.02,22.73",0,61
"121.47,31.30",0,19
"121.41,31.02",0,317
"121.61,31.52",0,72
"121.46,31.19",0,75
"121.27,31.17",0,12
"121.23,31.37",0,98
"114.17,22.56",0,74
"121.34,31.18",0,40
"121.62,31.33",0,231
"121.41,31.27",0,386
"114.08,22.64",0,98
"113.90,22.48",0,203
"113.88,22.79",0,212
"121.58,31.31",0,47
"121.38,31.27",0,400
"121.43,31.26",0,374
"113.25,23.04",0,385
"114.31,22.71",0,23
"113.38,23.17",0,31
"113.33,22.93",0,223
"113.30,23.05",0,347
"113.87,22.59",0,324
"113.93,22.61",0,3
"121.38,31.31",0,387
"114.22,22.75",0,21
"113.86,23.25",0,326
"121.61,31.30",0,359
"113.30,23.24",0,13
"121.30,31.13",0,23
"121.53,31.20",0,102
"113.45,22.88",0,41
"121.25,31.00",0,48
"121.26,31.01",0,400
"113.53,22.78",0,104
"121.46,31.17",0,400
"121.50,31.33",1,28
"121.16,31.28",0,383
"113.30,23.16",0,5
"121.82,30.89",0,400
"114.05,22.73",0,140
"121.60,31.27",0,14
"113.27,22.96",0,149
"121.33,31.10",0,0
"121.12,31.15",0,38
"121.56,31.22",0,236
"121.35,30.73",0,359
"121.22,31.11",0,6
"114.21,22.68",0,107
"121.24,31.33",0,78
"114.37,22.75",0,103
"113.20,23.20",0,105
"113.89,22.76",0,4
"113.38,23.16",0,344
"121.49,31.10",0,283
"121.50,31.32",2,30
"121.58,31.19",0,87
"113.26,22.98",0,88
"121.42,31.08",0,95
"121.54,31.13",0,47
"113.34,23.09",0,400
"121.35,31.13",0,47
"121.77,31.36",0,55
"121.67,31.29",0,182
"113.53,23.08",0,173
"121.37,31.31",0,400
"113.81,22.69",1,267
"121.53,31.33",0,50
"114.00,22.60",0,18
"113.82,23.30",0,114
"121.27,31.02",0,35
"113.33,23.11",0,135
"113.82,22.74",0,15
"114.07,22.58",0,297
"121.53,31.17",0,400
"121.62,31.20",0,120
"121.37,31.18",1,162
"121.35,31.24",1,45
"113.44,23.00",0,2
"113.85,22.78",0,52
"113.35,22.96",0,243
"121.74,31.05",0,400
"113.78,22.70",0,8
"113.86,22.65",0,78
"121.12,31.16",1,23
"113.40,23.07",0,400
"113.53,22.80",1,243
"121.36,31.44",0,5
"121.22,31.06",0,73
"121.65,31.24",0,102
"121.57,31.30",0,178
"113.40,23.38",1,11
"121.41,31.03",1,400
"121.50,30.96",0,65
"113.39,23.02",0,101
"114.31,22.60",0,15
"121.51,31.01",0,103
"113.49,23.18",0,105
"121.41,31.04",0,203
"113.28,23.03",0,1
"121.22,31.23",0,16
"121.60,31.18",1,27
"121.16,30.89",0,225
"121.45,30.94",0,21
"113.40,22.95",0,98
"121.53,30.99",0,9
"114.15,22.65",0,45
"121.58,31.27",2,37
"113.17,23.40",0,8
"121.49,31.09",0,400
"121.33,31.39",0,98
"113.91,22.51",0,224
"113.22,23.07",0,96
"113.92,22.68",0,89
"113.18,23.47",0,61
"121.63,30.93",0,54
"121.70,31.20",0,294
"121.62,31.25",0,26
"121.31,31.33",0,190
"121.22,31.42",0,12
"113.41,23.16",0,37
"121.46,30.95",0,242
"121.47,30.92",0,65
"113.92,22.62",0,15
"114.06,22.58",0,198
"121.58,31.25",0,344
"121.39,31.05",0,24
"113.86,22.73",0,122
"113.89,22.81",0,45
"113.24,23.38",1,52
"121.49,31.03",0,102
"121.58,31.33",0,65
"113.89,22.50",0,54
"113.30,23.20",0,22
"121.53,31.25",0,22
"114.00,22.74",0,33
"113.91,22.78",0,104
"121.44,30.98",0,12
"113.61,23.16",0,1
"113.96,22.70",0,27
"113.22,23.09",0,5
"113.43,23.04",0,247
"114.32,22.71",0,0
"113.98,22.69",0,55
"113.41,23.14",0,35
"121.32,30.95",0,338
"113.38,22.95",0,12
"121.14,31.22",0,400
"121.37,31.33",0,9
"113.22,23.20",0,98
"121.84,30.97",0,96
"121.61,31.04",0,140
"114.22,22.67",0,108
"113.30,22.98",0,22
"121.58,31.11",0,74
"113.56,23.20",0,42
"113.92,22.74",0,326
"121.31,30.84",0,400
"114.33,22.71",0,171
"113.23,23.06",0,241
"121.49,31.13",0,32
"121.24,31.02",0,63
"121.34,31.23",0,2
"121.45,31.03",0,148
"121.41,31.43",0,63
"121.28,31.26",0,142
"114.40,22.72",0,15
"121.31,31.18",0,102
"121.36,31.17",1,47
"114.14,22.69",0,288
"121.68,31.05",0,167
"121.64,30.95",0,75
"114.08,22.65",0,103
"121.63,31.14",0,25
"113.36,23.43",0,66
"113.90,22.78",0,38
"113.30,23.06",0,47
"121.32,31.26",0,148
"121.54,31.12",0,400
"121.89,30.89",0,6
"113.88,22.67",0,117
"113.22,23.29",0,115
"113.19,23.09",0,64
"121.11,31.14",0,16
"114.27,22.77",0,23
"121.50,31.11",0,78
"113.39,23.17",0,141
"121.46,31.40",0,13
"114.14,22.71",0,121
"121.69,31.12",0,104
"121.71,31.19",0,231
"121.40,31.46",0,119
"121.54,31.27",0,167
"121.62,31.54",0,4
"113.37,22.79",0,215
"121.57,31.25",1,27
"113.27,23.01",0,375
"114.16,22.61",0,75
"114.08,22.72",0,5
"121.36,31.03",0,40
"121.57,31.12",0,266
"113.93,22.57",0,34
"113.30,23.08",0,249
"121.57,30.88",0,63
"121.21,31.32",0,386
"114.07,22.72",0,74
"113.31,23.16",0,214
"113.47,22.90",0,243
"121.69,31.06",0,231
"121.47,30.91",0,8
"121.32,31.21",0,5
"121.36,31.35",0,4
"113.20,23.34",0,274
"113.46,22.89",0,5
"114.48,22.59",0,52
"121.56,31.14",0,71
"113.37,23.31",0,39
"113.31,23.19",0,4
"113.18,23.38",0,21
"121.64,31.24",0,400
"114.04,22.70",0,85
"113.79,22.75",0,309
"121.44,30.84",0,67
"114.03,22.76",0,5
"121.41,31.08",0,8
"113.26,23.26",0,400
"113.33,23.02",0,74
"113.30,23.33",0,18
"113.73,23.28",0,88
"121.77,31.02",0,148
"113.84,22.68",0,205
"113.93,22.78",0,0
"114.02,22.75",0,27
"121.74,31.04",0,104
"114.10,22.69",0,234
"113.34,23.23",0,252
"121.89,30.94",0,14
"113.25,23.19",0,26
"121.47,31.35",0,387
"113.22,23.17",0,2
"121.53,31.21",0,400
"114.41,22.74",0,7
"113.97,22.68",0,17
"121.49,31.33",1,400
"121.23,31.24",0,26
"121.39,31.33",0,48
"121.50,31.36",0,400
"113.49,23.04",0,96
"113.94,22.79",0,74
"113.42,22.80",0,263
"121.47,31.34",0,2
"121.43,30.99",1,21
"121.34,31.45",0,400
"113.12,23.37",0,93
"114.49,22.60",0,400
"121.38,31.15",0,37
"121.36,30.73",0,34
"113.21,23.26",0,41
"121.80,31.50",0,0
"114.43,22.63",0,12
"113.35,23.42",0,3
"121.80,30.90",0,103
"121.31,31.07",0,24
"113.88,22.73",0,117
"121.45,31.14",0,400
"121.66,31.22",0,383
"121.66,31.20",0,383
"121.70,31.18",0,91
"113.22,23.22",0,66
"121.36,31.16",1,116
"113.23,23.15",0,31
"113.59,23.15",0,243
"121.43,31.41",0,16
"113.20,23.41",0,243
"121.65,31.15",0,65
"113.29,23.10",0,117
"113.26,23.43",0,5
"114.20,22.71",0,72
"113.34,23.04",0,243
"121.33,30.88",0,9
"113.82,22.69",0,4
"121.23,31.08",0,48
"113.81,23.28",1,110
"113.09,23.29",0,4
"121.24,30.84",0,4
"121.47,30.97",0,400
"113.33,22.95",0,113
"121.44,31.14",0,56
"121.33,31.16",0,145
"121.02,30.90",0,0
"113.95,22.70",0,103
"121.39,31.24",0,39
"114.40,22.71",0,0
"121.72,31.24",0,33
"121.66,31.23",0,55
"113.39,23.19",0,87
"114.16,22.63",0,41
"121.42,31.38",1,124
"121.53,31.35",0,266
"121.65,31.21",0,103
"113.92,22.77",0,178
"113.38,22.78",0,16
"113.09,23.39",0,243
"121.22,31.37",0,23
"113.51,23.07",0,13
"121.49,31.38",0,400
"113.29,22.99",1,29
"113.79,22.67",0,11
"121.07,31.22",0,54
"121.09,31.15",0,148
"113.48,22.80",0,231
"113.83,22.79",0,400
"113.57,23.11",1,91
"113.53,23.15",0,375
"121.55,31.10",0,6
"113.35,23.44",0,96
"113.22,23.28",0,13
"113.46,23.11",1,15
"113.26,23.00",0,375
"114.07,22.65",0,73
"121.31,30.89",0,0
"121.25,31.35",0,197
"121.37,31.09",0,247
"113.31,23.25",1,116
"121.44,30.85",0,92
"113.18,23.45",0,105
"114.01,22.59",0,45
"113.28,23.25",0,344
"121.35,31.21",0,96
"113.38,22.92",0,117
"114.13,22.68",0,124
"113.83,22.71",0,41
"113.30,23.35",0,214
"113.18,23.41",0,30
"121.58,31.28",1,103
"113.35,22.99",0,34
"121.42,31.09",0,8
"113.86,22.67",0,40
"113.23,23.26",0,5
"113.48,23.11",0,120
"114.25,22.60",0,37
"113.17,23.41",0,117
"121.55,31.33",0,123
"113.93,22.75",0,90
"121.39,31.26",0,383
"121.18,31.17",0,33
"121.45,31.15",0,123
"113.22,23.27",0,33
"114.18,22.66",0,122
"113.35,23.27",0,173
"113.85,22.72",0,102
"121.25,31.20",0,55
"113.42,23.10",0,1
"121.16,31.16",0,37
"113.08,23.35",0,88
"121.76,31.09",0,231
"114.14,22.60",0,400
"121.60,31.22",0,221
"121.20,31.26",0,43
"113.81,23.29",0,31
"113.32,23.06",0,33
"121.36,31.47",0,204
"121.25,31.39",0,29
"121.49,31.08",0,18
"113.25,23.30",0,87
"113.86,22.56",0,48
"114.00,22.53",0,182
"121.35,30.76",0,256
"113.29,23.19",0,243
"121.39,31.07",0,124
"121.40,31.62",0,106
"121.35,31.07",0,400
"121.45,31.12",0,305
"114.02,22.55",0,170
"121.39,31.34",0,148
"121.15,31.06",0,12
"121.38,31.06",0,4
"121.61,31.15",0,373
"121.60,31.31",0,305
"114.39,22.74",0,182
"121.31,31.29",0,38
"121.77,31.19",0,400
"121.91,30.88",0,60
"113.07,23.39",0,62
"121.45,31.13",0,38
"121.07,31.11",0,205
"121.68,31.21",0,56
"113.91,22.57",0,400
"114.36,22.76",0,6
"121.36,30.81",0,9
"113.97,22.57",1,400
"121.49,31.36",1,63
"121.73,31.39",0,98
"121.16,31.31",0,73
"113.30,22.90",0,223
"121.51,31.02",0,13
"121.21,31.28",0,230
"121.49,31.07",0,49
"113.54,23.59",0,0
"113.49,23.21",0,274
"113.97,22.60",0,38
"113.46,22.95",0,236
"121.16,31.18",0,103
"121.69,31.21",0,400
"113.86,22.79",0,40
"114.24,22.69",0,107
"121.30,30.83",0,103
"121.17,31.29",0,63
"121.52,31.26",0,53
"114.28,22.77",0,62
"113.80,22.70",0,27
"113.85,22.75",0,400
"113.24,23.27",0,215
"121.77,31.06",0,400
"121.56,31.13",0,79
"121.52,30.93",0,23
"114.53,22.60",0,24
"113.22,23.47",0,87
"121.20,31.19",0,22
"113.21,23.50",0,41
"114.10,22.66",0,74
"113.88,22.52",0,120
"121.32,30.73",0,100
"113.32,23.30",0,10
"113.34,22.84",0,210
"121.24,31.48",0,163
"121.25,31.01",0,10
"114.43,22.70",0,41
"121.50,31.34",0,55
"113.77,22.68",0,67
"121.81,30.99",0,27
"121.49,31.31",0,400
"114.20,22.72",0,74
"114.39,22.71",0,28
"113.61,23.29",1,105
"121.43,31.13",0,400
"113.29,23.33",0,19
"113.77,23.26",0,4
"121.28,31.02",0,48
"114.27,22.69",0,16
"114.07,22.57",0,316
"121.15,30.90",0,103
"113.44,23.12",0,95
"113.83,22.75",0,35
"121.32,31.17",0,175
"114.37,22.73",0,400
"121.30,31.29",0,11
"114.21,22.70",0,0
"113.21,23.22",0,13
"121.66,31.17",0,19
"121.42,31.01",1,18
"121.33,31.32",0,24
"114.29,22.65",0,2
"114.15,22.68",0,10
"121.35,31.10",0,69
"121.20,31.09",0,14
"113.66,22.28",0,267
"113.44,23.37",0,11
"114.10,22.60",0,17
"113.30,23.37",0,54
"121.40,31.35",0,17
"121.44,31.12",0,64
"121.21,31.10",0,58
"114.22,22.73",0,0
"113.35,23.37",0,8
"121.28,31.22",0,3
"113.56,23.11",0,162
"121.73,31.20",0,213
"114.03,22.60",0,43
"113.29,23.40",0,77
"113.22,23.19",0,40
"113.35,23.25",0,243
"121.35,31.30",0,294
"113.38,23.00",0,24
"121.58,31.24",0,344
"121.40,31.10",0,1
"121.08,31.14",1,184
"113.48,23.16",0,8
"121.68,31.22",0,67
"114.10,22.64",0,122
"113.34,23.42",0,7
"121.25,31.07",0,101
"114.25,22.58",0,250
"121.32,30.89",0,0
"121.51,31.32",0,116
"121.42,31.12",0,25
"113.49,22.84",0,400
"113.19,23.37",0,178
"121.46,31.02",0,383
"121.51,30.94",0,400
"121.28,31.06",0,400
"121.30,31.25",0,148
"121.31,31.25",0,225
"114.29,22.79",0,112
"113.36,23.34",0,57
"113.91,22.73",0,381
"121.54,31.29",0,78
"113.92,22.70",0,69
"114.43,22.62",0,400
"121.36,30.99",0,217
"114.20,22.56",0,400
"113.49,22.97",0,10
"121.59,30.94",0,102
"121.14,31.16",0,142
"121.69,30.92",0,46
"113.40,23.06",0,106
"113.58,23.51",0,14
"121.81,30.90",0,257
"113.80,23.26",0,30
"121.24,31.01",0,283
"113.48,23.08",0,310
"113.97,22.58",0,223
"121.61,31.18",0,187
"121.23,31.34",0,46
"113.21,23.18",0,174
"121.67,31.22",1,39
"113.35,23.28",0,243
"114.28,22.66",0,62
"113.92,22.79",0,52
"113.29,22.89",0,3
"121.25,31.42",0,103
"113.21,23.14",1,74
"121.69,31.18",0,158
"113.52,23.05",0,41
"121.31,30.87",0,142
"121.22,31.21",0,40
"121.29,31.33",0,51
"121.44,31.01",0,42
"121.45,30.95",0,256
"121.26,31.33",0,36
"113.60,23.14",1,162
"113.57,23.13",0,243
"114.13,22.54",0,9
"113.90,22.65",0,68
"121.23,31.04",0,102
"113.58,23.19",0,162
"113.59,22.75",1,12
"121.54,31.17",0,172
"113.83,22.73",0,400
"121.28,31.11",0,182
"113.38,22.98",0,53
"113.19,23.45",0,243
"113.20,23.28",0,174
"121.63,31.16",0,103
"121.14,31.07",0,130
"114.12,22.70",0,74
"121.42,31.36",0,305
"121.29,31.02",0,7
"114.08,22.58",0,134
"121.33,31.22",0,14
"113.41,23.08",0,5
"113.34,23.47",0,0
"114.38,22.76",0,112
"121.50,31.09",1,18
"113.22,23.36",0,0
"121.80,31.06",0,195
"113.48,23.22",0,0
"121.31,31.10",0,160
"121.53,31.07",0,5
"113.36,23.05",0,34
"113.76,23.27",0,6
"121.54,31.07",0,40
"113.52,23.33",0,39
"121.33,30.74",0,9
"121.43,31.39",0,179
"113.62,23.24",0,177
"121.71,31.07",0,34
"113.45,23.04",0,19
"121.48,31.14",0,35
"121.29,31.34",0,145
"121.60,31.12",0,70
"113.31,23.28",0,68
"121.54,31.33",0,27
"121.71,31.16",0,148
"113.48,22.97",0,87
"113.41,23.07",0,40
"121.35,31.35",0,39
"121.26,31.26",0,9
"113.68,23.64",0,400
"114.39,22.75",0,107
"113.34,22.96",0,344
"114.23,22.72",0,2
"121.27,31.04",0,36
"113.23,23.24",0,8
"113.97,22.52",0,162
"113.58,22.77",0,75
"113.69,23.27",0,175
"113.66,23.28",0,2
"121.21,31.17",0,285
"113.38,23.09",0,344
"121.47,31.12",0,9
"113.33,23.40",0,0
"121.35,31.28",0,47
"121.75,31.18",0,46
"121.39,31.38",0,92
"121.33,31.31",0,38
"114.09,22.74",0,17
"113.26,23.25",0,400
"113.57,23.52",0,13
"114.05,22.69",0,68
"113.27,23.15",0,243
"113.31,23.33",0,236
"121.47,30.83",0,400
"121.72,31.05",0,220
"113.93,22.69",0,117
"121.33,31.13",0,142
"113.33,23.27",0,105
"113.37,22.97",0,241
"114.24,22.65",0,1
"113.83,22.81",0,16
"121.50,31.41",0,32
"121.28,31.04",0,27
"113.25,23.23",0,138
"121.75,31.05",0,202
"113.39,22.92",0,243
"121.27,30.94",0,6
"114.06,22.61",0,297
"121.08,31.15",0,175
"113.74,23.28",1,247
"113.95,22.63",0,205
"114.25,22.59",0,78
"113.99,22.58",0,92
"121.32,31.05",0,146
"113.78,23.20",0,105
"121.75,31.10",0,96
"113.20,23.18",0,35
"121.24,31.39",0,94
"121.51,30.85",0,14
"114.48,22.54",0,0
"113.46,23.41",0,346
"113.21,23.21",0,11
"113.78,22.67",0,55
"114.34,22.68",0,7
"113.47,23.16",0,91
"113.42,22.98",0,347
"121.47,31.32",0,364
"113.22,23.26",0,8
"121.21,31.33",0,21
"121.49,31.68",0,12
"113.24,23.26",0,167
"113.62,23.12",0,41
"113.96,22.68",0,50
"121.50,31.19",0,103
"121.15,31.17",0,75
"113.57,22.76",1,20
"114.03,22.69",0,8
"121.19,31.03",0,48
"113.37,23.01",0,105
"113.52,22.80",1,75
"113.59,23.19",0,217
"114.23,22.76",0,148
"121.45,31.32",0,184
"113.27,23.07",0,105
"113.22,23.05",0,174
"113.54,23.13",0,55
"121.25,31.27",0,119
"121.49,30.96",0,59
"113.56,23.13",0,7
"121.34,31.71",0,266
"121.38,31.03",0,18
"121.58,30.93",0,14
"121.33,31.29",0,66
"121.21,31.13",0,348
"113.95,22.74",0,82
"114.11,22.64",0,222
"114.09,22.65",0,310
"114.22,22.71",0,400
"121.43,31.01",0,179
"121.27,31.09",0,148
"113.42,23.39",0,130
"121.05,31.12",0,294
"114.35,22.67",0,41
"113.93,22.76",0,7
"121.63,31.20",0,60
"114.36,22.72",0,5
"121.76,31.18",0,119
"113.45,23.03",0,4
"121.45,31.02",0,271
"113.22,23.10",0,87
"121.17,31.27",0,187
"114.08,22.66",0,74
"121.37,31.21",0,386
"114.27,22.59",0,134
"121.44,30.90",0,63
"113.52,22.92",0,369
"113.52,23.14",0,2
"121.44,31.38",0,65
"113.36,23.27",0,75
"121.37,31.34",0,400
"121.77,31.17",0,103
"121.68,31.28",0,8
"121.53,31.05",1,29
"121.39,31.25",0,39
"121.58,31.10",0,23
"113.93,22.70",0,182
"113.89,22.48",1,78
"121.37,30.85",0,383
"113.62,23.28",0,38
"121.39,31.01",1,400
"114.11,22.66",0,94
"121.30,31.27",0,42
"121.50,30.98",0,130
"121.68,31.31",0,108
"121.31,31.26",0,51
"113.42,22.94",0,2
"113.24,23.30",0,105
"121.40,31.09",0,29
"121.39,31.06",0,54
"121.48,31.35",0,266
"114.11,22.67",0,12
"121.56,31.20",0,65
"113.52,23.15",0,23
"121.61,31.23",0,34
"121.43,31.03",0,148
"113.10,23.38",0,217
"121.19,31.15",0,8
"113.37,22.92",0,96
"121.32,31.09",0,7
"121.37,31.02",0,158
"113.88,22.51",0,360
"121.41,31.29",0,400
"114.54,22.49",0,9
"113.96,22.61",0,95
"114.01,22.62",0,103
"121.18,31.00",0,12
"121.26,31.36",0,45
"121.43,31.32",0,98
"113.55,22.80",0,159
"121.12,31.17",0,13
"121.64,31.12",0,400
"113.36,23.08",0,134
"113.76,23.26",0,162
"121.37,31.25",0,1
"121.09,31.21",0,21
"114.22,22.65",0,69
"114.35,22.76",0,31
"113.34,23.20",0,347
"121.52,31.08",0,154
"114.40,22.74",0,205
"113.14,23.36",0,173
"113.42,23.45",0,28
"113.48,23.04",0,1
"121.44,31.08",0,16
"113.59,23.54",0,123
"121.20,31.10",0,23
"121.33,30.71",0,31
"113.27,22.97",0,16
"113.18,23.39",0,29
"121.44,31.36",0,98
"121.30,31.34",0,101
"121.09,31.14",0,111
"113.66,22.67",0,41
"113.28,23.51",0,28
"121.25,31.36",0,182
"114.25,22.57",0,85
"121.38,31.28",0,19
"121.51,31.39",0,67
"113.43,23.20",0,225
"121.51,31.18",0,258
"121.27,30.80",0,400
"121.64,31.07",0,193
"121.37,31.14",1,400
"121.51,31.38",0,25
"121.43,30.92",0,63
"121.43,30.93",0,29
"121.91,30.89",0,8
"121.19,31.16",1,221
"121.26,31.18",0,231
"121.73,31.08",0,15
"121.46,30.92",0,12
"113.61,23.58",0,86
"113.38,23.22",0,344
"113.21,23.09",0,150
"121.25,31.37",0,170
"113.60,23.11",0,375
"121.75,31.06",0,55
"121.25,31.11",0,343
"121.21,30.93",0,148
"113.94,22.69",0,7
"121.55,31.35",0,78
"121.49,31.14",1,46
"113.23,23.34",0,113
"113.20,23.48",0,243
"114.24,22.70",0,400
"121.63,31.17",0,39
"113.30,22.91",0,243
"113.44,23.38",0,6
"113.98,22.57",0,400
"121.38,31.05",0,121
"113.64,23.12",0,12
"121.21,31.29",0,197
"121.70,30.98",0,168
"113.86,23.24",0,22
"121.36,31.37",0,91
"113.59,23.55",0,80
"121.22,31.00",1,148
"121.55,31.22",0,130
"121.33,31.09",0,148
"121.67,31.26",0,148
"121.53,30.87",0,63
"113.67,23.23",0,86
"121.18,31.08",0,53
"114.07,22.73",0,194
"121.45,31.31",0,400
"121.27,31.33",0,47
"121.27,31.39",0,31
"121.32,30.74",0,14
"113.34,23.43",0,88
"113.81,22.77",0,400
"113.30,23.21",0,243
"114.29,22.62",0,1
"114.32,22.61",0,261
"121.25,31.05",0,48
"113.66,23.12",0,236
"113.27,23.44",0,11
"121.19,31.45",0,175
"121.21,31.23",0,115
"121.64,31.33",0,202
"113.45,23.13",0,2
"121.20,31.41",0,128
"121.51,31.03",0,400
"121.31,31.12",0,100
"121.53,31.14",0,400
"114.36,22.67",0,41
"121.50,31.08",0,27
"113.86,22.76",0,148
"121.46,30.90",0,266
"121.32,31.36",0,197
"121.50,31.14",0,383
"113.50,22.83",0,15
"113.37,23.22",0,243
"114.35,22.72",0,282
"114.19,22.63",0,160
"121.65,31.14",0,16
"121.51,31.07",0,1
"114.01,22.72",0,122
"121.15,31.39",0,18
"113.28,23.30",0,22
"113.25,23.08",0,375
"121.22,31.24",0,148
"113.39,22.94",0,243
"121.24,31.34",0,47
"113.34,23.22",0,30
"121.62,31.31",0,148
"121.25,31.17",0,105
"121.63,31.22",0,148
"121.58,31.14",0,70
"121.27,31.24",0,86
"113.54,22.70",0,400
"113.43,23.62",0,30
"121.26,31.02",0,400
"121.08,31.18",0,149
"121.23,31.32",0,100
"121.54,31.08",0,62
"113.28,23.29",0,106
"113.19,23.42",0,12
"121.30,31.04",0,231
"114.29,22.69",0,39
"121.35,31.23",0,400
"121.34,30.89",0,34
"121.39,31.42",0,35
"113.93,22.73",0,61
"113.66,23.22",0,96
"114.22,22.61",0,4
"113.34,22.91",0,175
"113.25,23.33",0,17
"113.39,23.01",0,286
"121.30,30.99",0,368
"121.22,30.81",0,311
"121.25,31.22",0,19
"121.49,31.34",0,31
"121.61,31.12",0,294
"121.29,31.30",0,3
"114.14,22.65",0,124
"121.75,30.91",0,231
"121.55,31.11",0,294
"113.42,23.62",0,1
"121.63,31.58",0,106
"114.17,22.66",0,32
"114.15,22.63",0,106
"113.51,23.08",0,239
"113.80,23.29",0,369
"114.08,22.73",0,160
"121.60,31.07",0,136
"113.58,23.52",0,31
"121.36,31.04",0,344
"114.31,22.73",0,14
"113.51,22.78",0,243
"114.13,22.67",0,93
"121.34,31.43",0,6
"121.28,31.36",0,73
"121.13,31.19",0,0
"121.74,31.20",0,103
"113.90,22.79",0,15
"121.60,31.13",0,258
"121.55,30.83",0,39
"114.32,22.77",0,108
"113.34,23.11",0,13
"121.68,31.16",0,118
"113.44,23.20",0,19
"114.28,22.70",0,10
"114.40,22.76",0,31
"113.29,23.38",0,243
"113.37,22.91",0,13
"121.88,30.90",0,113
"121.67,31.03",0,31
"113.61,23.57",0,97
"121.52,31.25",0,142
"113.23,23.23",0,173
"121.74,31.19",0,2
"121.81,31.10",0,294
"121.61,31.32",0,275
"121.09,31.19",0,55
"113.37,23.06",0,347
"113.42,22.82",0,22
"121.29,31.72",0,56
"121.21,31.02",0,400
"121.39,31.19",0,247
"113.78,22.66",0,124
"121.90,30.92",0,400
"113.41,23.43",0,128
"113.88,22.81",0,41
"114.34,22.67",0,106
"121.38,31.29",0,45
"113.38,23.40",0,57
"113.41,23.10",0,87
"113.33,22.90",0,26
"114.21,22.76",0,72
"121.36,31.08",0,92
"121.28,31.17",0,10
"113.28,23.28",0,4
"113.35,22.93",0,24
"113.13,23.38",0,81
"121.20,31.21",0,71
"113.46,23.12",0,243
"121.63,31.06",0,38
"121.65,31.16",0,20
"113.94,22.73",0,110
"113.84,22.75",0,44
"121.53,31.19",0,112
"121.64,31.06",0,61
"121.72,31.21",0,400
"113.32,23.42",0,13
"113.20,23.23",0,55
"113.90,22.60",0,48
"121.36,31.00",0,103
"121.31,31.06",0,38
"121.48,31.68",0,149
"113.48,23.14",0,4
"121.70,31.05",1,400
"121.50,31.04",0,13
"121.70,31.25",0,230
"113.57,23.15",0,19
"113.52,23.06",0,3
"114.40,22.70",0,129
"113.53,23.12",0,134
"113.47,22.94",1,34
"113.98,22.52",0,140
"113.98,22.63",0,9
"121.61,31.05",0,63
"121.81,31.50",0,10
"121.68,31.12",0,383
"114.22,22.64",0,103
"113.44,23.16",0,19
"121.38,31.13",0,33
"121.27,31.00",0,86
"121.59,31.32",0,199
"121.32,31.06",0,103
"113.60,23.29",0,141
"121.83,31.52",0,1
"121.32,31.25",0,66
"121.68,31.03",0,39
"121.57,31.36",1,199
"113.31,22.96",0,115
"121.14,31.15",0,7
"113.68,23.63",0,243
"121.72,31.10",0,230
"113.88,22.77",0,117
"113.67,23.64",0,32
"113.91,22.68",0,133
"113.66,23.20",0,88
"113.26,23.37",1,57
"113.57,22.80",0,346
"113.20,23.24",0,243
"121.61,31.16",0,52
"121.33,31.46",0,63
"113.54,22.80",0,22
"114.05,22.74",0,400
"114.10,22.73",0,10
"114.30,22.77",0,7
"114.10,22.72",0,63
"121.17,31.12",0,140
"114.29,22.70",0,41
"113.42,23.18",0,16
"113.21,23.17",0,369
"121.32,31.04",0,1
"113.18,23.43",0,215
"121.34,31.34",0,12
"121.21,31.06",0,400
"114.06,22.70",0,108
"114.19,22.60",0,132
"121.19,31.33",0,108
"121.15,31.30",0,72
"121.32,31.01",0,9
"121.32,31.47",0,171
"113.46,23.20",0,243
"121.81,30.97",0,87
"113.37,22.96",0,48
"114.03,22.73",0,276
"121.73,31.17",0,48
"121.30,31.01",0,400
"114.32,22.78",0,264
"121.58,31.21",0,240
"113.50,23.05",0,41
"121.31,31.08",0,400
"113.38,22.96",0,11
"121.58,31.32",0,46
"113.24,23.40",0,289
"114.31,22.69",0,202
