o,bus_stops,tube_stops
"121.45,31.14",,
"121.66,31.22",,
"121.66,31.20",,
"121.70,31.18",,
"113.22,23.22",,
"121.36,31.16",,
"113.23,23.15",,
"113.59,23.15",,
"121.43,31.41",,
"113.20,23.41",,
"121.65,31.15",,
"113.29,23.10",,
"113.26,23.43",,
"114.20,22.71",,
"113.34,23.04",,
"121.33,30.88",,
"113.82,22.69",,
"121.23,31.08",,
"113.81,23.28",,
"113.09,23.29",,
"121.24,30.84",,
"121.47,30.97",,
"113.33,22.95",,
"121.44,31.14",,
"121.33,31.16",,
"121.02,30.90",,
"113.95,22.70",,
"121.39,31.24",,
"114.40,22.71",,
"121.72,31.24",,
"121.66,31.23",,
"113.39,23.19",,
"114.16,22.63",,
"121.42,31.38",,
"121.53,31.35",,
"121.65,31.21",,
"113.92,22.77",,
"113.38,22.78",,
"113.09,23.39",,
"121.22,31.37",,
"113.51,23.07",,
"121.49,31.38",,
"113.29,22.99",,
"113.79,22.67",,
"121.07,31.22",,
"121.09,31.15",,
"113.48,22.80",,
"113.83,22.79",,
"113.57,23.11",,
"113.53,23.15",,
"121.55,31.10",,
"113.35,23.44",,
"113.22,23.28",,
"113.46,23.11",,
"113.26,23.00",,
"114.07,22.65",,
"121.31,30.89",,
"121.25,31.35",,
"121.37,31.09",,
"113.31,23.25",,
"121.44,30.85",,
"113.18,23.45",,
"114.01,22.59",,
"113.28,23.25",,
"121.35,31.21",,
"113.38,22.92",,
"114.13,22.68",,
"113.83,22.71",,
"113.30,23.35",,
"113.18,23.41",,
"121.58,31.28",,
"113.35,22.99",,
"121.42,31.09",,
"113.86,22.67",,
"113.23,23.26",,
"113.48,23.11",,
"114.25,22.60",,
"113.17,23.41",,
"121.55,31.33",,
"113.93,22.75",,
"121.39,31.26",,
"121.18,31.17",,
"121.45,31.15",,
"113.22,23.27",,
"114.18,22.66",,
"113.35,23.27",,
"113.85,22.72",,
"121.25,31.20",,
"113.42,23.10",,
"121.16,31.16",,
"113.08,23.35",,
"121.76,31.09",,
"114.14,22.60",,
"121.60,31.22",,
"121.20,31.26",,
"113.81,23.29",,
"113.32,23.06",,
"121.36,31.47",,
"121.25,31.39",,
"121.49,31.08",,
"113.25,23.30",,
"113.86,22.56",,
"114.00,22.53",,
"121.35,30.76",,
"113.29,23.19",,
"121.39,31.07",,
"121.40,31.62",,
"121.35,31.07",,
"121.45,31.12",,
"114.02,22.55",,
"121.39,31.34",,
"121.15,31.06",,
"121.38,31.06",,
"121.61,31.15",,
"121.60,31.31",,
"114.39,22.74",,
"121.31,31.29",,
"121.77,31.19",,
"121.91,30.88",,
"113.07,23.39",,
"121.45,31.13",,
"121.07,31.11",,
"121.68,31.21",,
"113.91,22.57",,
"114.36,22.76",,
"121.36,30.81",,
"113.97,22.57",,
"121.49,31.36",,
"121.73,31.39",,
"121.16,31.31",,
"113.30,22.90",,
"121.51,31.02",,
"121.21,31.28",,
"121.49,31.07",,
"113.54,23.59",,
"113.49,23.21",,
"113.97,22.60",,
"113.46,22.95",,
"121.16,31.18",,
"121.69,31.21",,
"113.86,22.79",,
"114.24,22.69",,
"121.30,30.83",,
"121.17,31.29",,
"121.52,31.26",,
"114.28,22.77",,
"113.80,22.70",,
"113.85,22.75",,
"113.24,23.27",,
"121.77,31.06",,
"121.56,31.13",,
"121.52,30.93",,
"114.53,22.60",,
"113.22,23.47",,
"121.20,31.19",,
"113.21,23.50",,
"114.10,22.66",,
"113.88,22.52",,
"121.32,30.73",,
"113.32,23.30",,
"113.34,22.84",,
"121.24,31.48",,
"121.25,31.01",,
"114.43,22.70",,
"121.50,31.34",,
"113.77,22.68",,
"121.81,30.99",,
"121.49,31.31",,
"114.20,22.72",,
"114.39,22.71",,
"113.61,23.29",,
"121.43,31.13",,
"113.29,23.33",,
"113.77,23.26",,
"121.28,31.02",,
"114.27,22.69",,
"114.07,22.57",,
"121.15,30.90",,
"113.44,23.12",,
"113.83,22.75",,
"121.32,31.17",,
"114.37,22.73",,
"121.30,31.29",,
"114.21,22.70",,
"113.21,23.22",,
"121.66,31.17",,
"121.42,31.01",,
"121.33,31.32",,
"114.29,22.65",,
"114.15,22.68",,
"121.35,31.10",,
"121.20,31.09",,
"113.66,22.28",,
"113.44,23.37",,
"114.10,22.60",,
"113.30,23.37",,
"121.40,31.35",,
"121.44,31.12",,
"121.21,31.10",,
"114.22,22.73",,
"113.35,23.37",,
"121.28,31.22",,
"113.56,23.11",,
"121.73,31.20",,
"114.03,22.60",,
"113.29,23.40",,
"113.22,23.19",,
"113.35,23.25",,
"121.35,31.30",,
"113.38,23.00",,
"121.58,31.24",,
"121.40,31.10",,
"121.08,31.14",,
"113.48,23.16",,
"121.68,31.22",,
"114.10,22.64",,
"113.34,23.42",,
"121.25,31.07",,
"114.25,22.58",,
"121.32,30.89",,
"121.51,31.32",,
"121.42,31.12",,
"113.49,22.84",,
"113.19,23.37",,
"121.46,31.02",,
"121.51,30.94",,
"121.28,31.06",,
"121.30,31.25",,
"121.31,31.25",,
"114.29,22.79",,
"113.36,23.34",,
"113.91,22.73",,
"121.54,31.29",,
"113.92,22.70",,
"114.43,22.62",,
"121.36,30.99",,
"114.20,22.56",,
"113.49,22.97",,
"121.59,30.94",,
"121.14,31.16",,
"121.69,30.92",,
"113.40,23.06",,
"113.58,23.51",,
"121.81,30.90",,
"113.80,23.26",,
"121.24,31.01",,
"113.48,23.08",,
"113.97,22.58",,
"121.61,31.18",,
"121.23,31.34",,
"113.21,23.18",,
"121.67,31.22",,
"113.35,23.28",,
"114.28,22.66",,
"113.92,22.79",,
"113.29,22.89",,
"121.25,31.42",,
"113.21,23.14",,
"121.69,31.18",,
"113.52,23.05",,
"121.31,30.87",,
"121.22,31.21",,
"121.29,31.33",,
"121.44,31.01",,
"121.45,30.95",,
"121.26,31.33",,
"113.60,23.14",,
"113.57,23.13",,
"114.13,22.54",,
"113.90,22.65",,
"121.23,31.04",,
"113.58,23.19",,
"113.59,22.75",,
"121.54,31.17",,
"113.83,22.73",,
"121.28,31.11",,
"113.38,22.98",,
"113.19,23.45",,
"113.20,23.28",,
"121.63,31.16",,
"121.14,31.07",,
"114.12,22.70",,
"121.42,31.36",,
"121.29,31.02",,
"114.08,22.58",,
"121.33,31.22",,
"113.41,23.08",,
"113.34,23.47",,
"114.38,22.76",,
"121.50,31.09",,
"113.22,23.36",,
"121.80,31.06",,
"113.48,23.22",,
"121.31,31.10",,
"121.53,31.07",,
"113.36,23.05",,
"113.76,23.27",,
"121.54,31.07",,
"113.52,23.33",,
"121.33,30.74",,
"121.43,31.39",,
"113.62,23.24",,
"121.71,31.07",,
"113.45,23.04",,
"121.48,31.14",,
"121.29,31.34",,
"121.60,31.12",,
"113.31,23.28",,
"121.54,31.33",,
"121.71,31.16",,
"113.48,22.97",,
"113.41,23.07",,
"121.35,31.35",,
"121.26,31.26",,
"113.68,23.64",,
"114.39,22.75",,
"113.34,22.96",,
"114.23,22.72",,
"121.27,31.04",,
"113.23,23.24",,
"113.97,22.52",,
"113.58,22.77",,
"113.69,23.27",,
"113.66,23.28",,
"121.21,31.17",,
"113.38,23.09",,
"121.47,31.12",,
"113.33,23.40",,
"121.35,31.28",,
"121.75,31.18",,
"121.39,31.38",,
"121.33,31.31",,
"114.09,22.74",,
"113.26,23.25",,
"113.57,23.52",,
"114.05,22.69",,
"113.27,23.15",,
"113.31,23.33",,
"121.47,30.83",,
"121.72,31.05",,
"113.93,22.69",,
"121.33,31.13",,
"113.33,23.27",,
"113.37,22.97",,
"114.24,22.65",,
"113.83,22.81",,
"121.50,31.41",,
"121.28,31.04",,
"113.25,23.23",,
"121.75,31.05",,
"113.39,22.92",,
"121.27,30.94",,
"114.06,22.61",,
"121.08,31.15",,
"113.74,23.28",,
"113.95,22.63",,
"114.25,22.59",,
"113.99,22.58",,
"121.32,31.05",,
"113.78,23.20",,
"121.75,31.10",,
"113.20,23.18",,
"121.24,31.39",,
"121.51,30.85",,
"114.48,22.54",,
"113.46,23.41",,
"113.21,23.21",,
"113.78,22.67",,
"114.34,22.68",,
"113.47,23.16",,
"113.42,22.98",,
"121.47,31.32",,
"113.22,23.26",,
"121.21,31.33",,
"121.49,31.68",,
"113.24,23.26",,
"113.62,23.12",,
"113.96,22.68",,
"121.50,31.19",,
"121.15,31.17",,
"113.57,22.76",,
"114.03,22.69",,
"121.19,31.03",,
"113.37,23.01",,
"113.52,22.80",,
"113.59,23.19",,
"114.23,22.76",,
"121.45,31.32",,
"113.27,23.07",,
"113.22,23.05",,
"113.54,23.13",,
"121.25,31.27",,
"121.49,30.96",,
"113.56,23.13",,
"121.34,31.71",,
"121.38,31.03",,
"121.58,30.93",,
"121.33,31.29",,
"121.21,31.13",,
"113.95,22.74",,
"114.11,22.64",,
"114.09,22.65",,
"114.22,22.71",,
"121.43,31.01",,
"121.27,31.09",,
"113.42,23.39",,
"121.05,31.12",,
"114.35,22.67",,
"113.93,22.76",,
"121.63,31.20",,
"114.36,22.72",,
"121.76,31.18",,
"113.45,23.03",,
"121.45,31.02",,
"113.22,23.10",,
"121.17,31.27",,
"114.08,22.66",,
"121.37,31.21",,
"114.27,22.59",,
"121.44,30.90",,
"113.52,22.92",,
"113.52,23.14",,
"121.44,31.38",,
"113.36,23.27",,
"121.37,31.34",,
"121.77,31.17",,
"121.68,31.28",,
"121.53,31.05",,
"121.39,31.25",,
"121.58,31.10",,
"113.93,22.70",,
"113.89,22.48",,
"121.37,30.85",,
"113.62,23.28",,
"121.39,31.01",,
"114.11,22.66",,
"121.30,31.27",,
"121.50,30.98",,
"121.68,31.31",,
"121.31,31.26",,
"113.42,22.94",,
"113.24,23.30",,
"121.40,31.09",,
"121.39,31.06",,
"121.48,31.35",,
"114.11,22.67",,
"121.56,31.20",,
"113.52,23.15",,
"121.61,31.23",,
"121.43,31.03",,
"113.10,23.38",,
"121.19,31.15",,
"113.37,22.92",,
"121.32,31.09",,
"121.37,31.02",,
"113.88,22.51",,
"121.41,31.29",,
"114.54,22.49",,
"113.96,22.61",,
"114.01,22.62",,
"121.18,31.00",,
"121.26,31.36",,
"121.43,31.32",,
"113.55,22.80",,
"121.12,31.17",,
"121.64,31.12",,
"113.36,23.08",,
"113.76,23.26",,
"121.37,31.25",,
"121.09,31.21",,
"114.22,22.65",,
"114.35,22.76",,
"113.34,23.20",,
"121.52,31.08",,
"114.40,22.74",,
"113.14,23.36",,
"113.42,23.45",,
"113.48,23.04",,
"121.44,31.08",,
"113.59,23.54",,
"121.20,31.10",,
"121.33,30.71",,
"113.27,22.97",,
"113.18,23.39",,
"121.44,31.36",,
"121.30,31.34",,
"121.09,31.14",,
"113.66,22.67",,
"113.28,23.51",,
"121.25,31.36",,
"114.25,22.57",,
"121.38,31.28",,
"121.51,31.39",,
"113.43,23.20",,
"121.51,31.18",,
"121.27,30.80",,
"121.64,31.07",,
"121.37,31.14",,
"121.51,31.38",,
"121.43,30.92",,
"121.43,30.93",,
"121.91,30.89",,
"121.19,31.16",,
"121.26,31.18",,
"121.73,31.08",,
"121.46,30.92",,
"113.61,23.58",,
"113.38,23.22",,
"113.21,23.09",,
"121.25,31.37",,
"113.60,23.11",,
"121.75,31.06",,
"121.25,31.11",,
"121.21,30.93",,
"113.94,22.69",,
"121.55,31.35",,
"121.49,31.14",,
"113.23,23.34",,
"113.20,23.48",,
"114.24,22.70",,
"121.63,31.17",,
"113.30,22.91",,
"113.44,23.38",,
"113.98,22.57",,
"121.38,31.05",,
"113.64,23.12",,
"121.21,31.29",,
"121.70,30.98",,
"113.86,23.24",,
"121.36,31.37",,
"113.59,23.55",,
"121.22,31.00",,
"121.55,31.22",,
"121.33,31.09",,
"121.67,31.26",,
"121.53,30.87",,
"113.67,23.23",,
"121.18,31.08",,
"114.07,22.73",,
"121.45,31.31",,
"121.27,31.33",,
"121.27,31.39",,
"121.32,30.74",,
"113.34,23.43",,
"113.81,22.77",,
"113.30,23.21",,
"114.29,22.62",,
"114.32,22.61",,
"121.25,31.05",,
"113.66,23.12",,
"113.27,23.44",,
"121.19,31.45",,
"121.21,31.23",,
"121.64,31.33",,
"113.45,23.13",,
"121.20,31.41",,
"121.51,31.03",,
"121.31,31.12",,
"121.53,31.14",,
"114.36,22.67",,
"121.50,31.08",,
"113.86,22.76",,
"121.46,30.90",,
"121.32,31.36",,
"121.50,31.14",,
"113.50,22.83",,
"113.37,23.22",,
"114.35,22.72",,
"114.19,22.63",,
"121.65,31.14",,
"121.51,31.07",,
"114.01,22.72",,
"121.15,31.39",,
"113.28,23.30",,
"113.25,23.08",,
"121.22,31.24",,
"113.39,22.94",,
"121.24,31.34",,
"113.34,23.22",,
"121.62,31.31",,
"121.25,31.17",,
"121.63,31.22",,
"121.58,31.14",,
"121.27,31.24",,
"113.54,22.70",,
"113.43,23.62",,
"121.26,31.02",,
"121.08,31.18",,
"121.23,31.32",,
"121.54,31.08",,
"113.28,23.29",,
"113.19,23.42",,
"121.30,31.04",,
"114.29,22.69",,
"121.35,31.23",,
"121.34,30.89",,
"121.39,31.42",,
"113.93,22.73",,
"113.66,23.22",,
"114.22,22.61",,
"113.34,22.91",,
"113.25,23.33",,
"113.39,23.01",,
"121.30,30.99",,
"121.22,30.81",,
"121.25,31.22",,
"121.49,31.34",,
"121.61,31.12",,
"121.29,31.30",,
"114.14,22.65",,
"121.75,30.91",,
"121.55,31.11",,
"113.42,23.62",,
"121.63,31.58",,
"114.17,22.66",,
"114.15,22.63",,
"113.51,23.08",,
"113.80,23.29",,
"114.08,22.73",,
"121.60,31.07",,
"113.58,23.52",,
"121.36,31.04",,
"114.31,22.73",,
"113.51,22.78",,
"114.13,22.67",,
"121.34,31.43",,
"121.28,31.36",,
"121.13,31.19",,
"121.74,31.20",,
"113.90,22.79",,
"121.60,31.13",,
"121.55,30.83",,
"114.32,22.77",,
"113.34,23.11",,
"121.68,31.16",,
"113.44,23.20",,
"114.28,22.70",,
"114.40,22.76",,
"113.29,23.38",,
"113.37,22.91",,
"121.88,30.90",,
"121.67,31.03",,
"113.61,23.57",,
"121.52,31.25",,
"113.23,23.23",,
"121.74,31.19",,
"121.81,31.10",,
"121.61,31.32",,
"121.09,31.19",,
"113.37,23.06",,
"113.42,22.82",,
"121.29,31.72",,
"121.21,31.02",,
"121.39,31.19",,
"113.78,22.66",,
"121.90,30.92",,
"113.41,23.43",,
"113.88,22.81",,
"114.34,22.67",,
"121.38,31.29",,
"113.38,23.40",,
"113.41,23.10",,
"113.33,22.90",,
"114.21,22.76",,
"121.36,31.08",,
"121.28,31.17",,
"113.28,23.28",,
"113.35,22.93",,
"113.13,23.38",,
"121.20,31.21",,
"113.46,23.12",,
"121.63,31.06",,
"121.65,31.16",,
"113.94,22.73",,
"113.84,22.75",,
"121.53,31.19",,
"121.64,31.06",,
"121.72,31.21",,
"113.32,23.42",,
"113.20,23.23",,
"113.90,22.60",,
"121.36,31.00",,
"121.31,31.06",,
"121.48,31.68",,
"113.48,23.14",,
"121.70,31.05",,
"121.50,31.04",,
"121.70,31.25",,
"113.57,23.15",,
"113.52,23.06",,
"114.40,22.70",,
"113.53,23.12",,
"113.47,22.94",,
"113.98,22.52",,
"113.98,22.63",,
"121.61,31.05",,
"121.81,31.50",,
"121.68,31.12",,
"114.22,22.64",,
"113.44,23.16",,
"121.38,31.13",,
"121.27,31.00",,
"121.59,31.32",,
"121.32,31.06",,
"113.60,23.29",,
"121.83,31.52",,
"121.32,31.25",,
"121.68,31.03",,
"121.57,31.36",,
"113.31,22.96",,
"121.14,31.15",,
"113.68,23.63",,
"121.72,31.10",,
"113.88,22.77",,
"113.67,23.64",,
"113.91,22.68",,
"113.66,23.20",,
"113.26,23.37",,
"113.57,22.80",,
"113.20,23.24",,
"121.61,31.16",,
"121.33,31.46",,
"113.54,22.80",,
"114.05,22.74",,
"114.10,22.73",,
"114.30,22.77",,
"114.10,22.72",,
"121.17,31.12",,
"114.29,22.70",,
"113.42,23.18",,
"113.21,23.17",,
"121.32,31.04",,
"113.18,23.43",,
"121.34,31.34",,
"121.21,31.06",,
"114.06,22.70",,
"114.19,22.60",,
"121.19,31.33",,
"121.15,31.30",,
"121.32,31.01",,
"121.32,31.47",,
"113.46,23.20",,
"121.81,30.97",,
"113.37,22.96",,
"114.03,22.73",,
"121.73,31.17",,
"121.30,31.01",,
"114.32,22.78",,
"121.58,31.21",,
"113.50,23.05",,
"121.31,31.08",,
"113.38,22.96",,
"121.58,31.32",,
"113.24,23.40",,
"114.31,22.69",,
"121.92,30.92",,
"113.25,22.99",,
"121.46,31.36",,
"114.14,22.66",,
"121.28,31.30",,
"121.48,31.40",,
"121.77,31.04",,
"113.30,23.38",,
"121.65,31.19",,
"121.53,31.03",,
"121.29,31.12",,
"114.16,22.62",,
"121.34,31.25",,
"121.23,31.15",,
"113.36,22.98",,
"121.57,31.35",,
"121.43,31.36",,
"113.19,23.16",,
"121.05,31.11",,
"113.23,23.22",,
"113.87,22.51",,
"121.30,31.24",,
"121.36,31.38",,
"121.41,31.38",,
"121.17,31.10",,
"113.49,23.40",,
"113.43,22.97",,
"121.61,31.33",,
"121.88,31.53",,
"121.62,31.22",,
"121.42,31.37",,
"121.18,30.93",,
"121.18,31.04",,
"113.89,22.73",,
"113.82,23.26",,
"114.42,22.63",,
"114.37,22.68",,
"113.54,23.15",,
"113.13,23.45",,
"113.36,22.99",,
"121.31,31.01",,
"113.85,22.71",,
"113.49,23.15",,
"114.01,22.69",,
"121.64,30.91",,
"113.38,23.08",,
"121.71,31.09",,
"113.36,23.06",,
"121.67,31.27",,
"121.53,31.16",,
"121.35,31.42",,
"121.30,31.33",,
"121.42,31.06",,
"113.83,23.23",,
"121.54,31.34",,
"113.38,22.99",,
"113.60,23.21",,
"113.49,22.80",,
"121.75,31.20",,
"113.24,23.36",,
"113.59,22.68",,
"113.09,23.40",,
"121.82,31.53",,
"121.72,31.06",,
"121.20,31.35",,
"121.40,31.03",,
"113.40,22.97",,
"121.32,31.27",,
"113.25,23.01",,
"121.37,31.13",,
"113.29,23.06",,
"121.28,31.32",,
"114.20,22.67",,
"113.90,22.74",,
"121.46,31.06",,
"121.22,31.18",,
"113.22,23.25",,
"113.29,23.31",,
"121.44,30.91",,
"121.21,31.38",,
"121.55,31.70",,
"113.41,23.05",,
"121.75,31.21",,
"113.85,22.56",,
"121.39,31.31",,
"121.37,31.06",,
"114.10,22.65",,
"121.36,31.32",,
"114.29,22.67",,
"121.75,31.35",,
"121.59,31.12",,
"113.28,23.05",,
"113.79,23.56",,
"121.59,31.24",,
"121.78,31.18",,
"113.91,22.71",,
"121.34,31.39",,
"121.45,31.41",,
"121.26,31.34",,
"114.07,22.69",,
"121.46,31.35",,
"113.39,23.38",,
"113.37,22.88",,
"114.30,22.59",,
"121.49,31.41",,
"121.25,31.06",,
"121.91,30.90",,
"113.84,23.42",,
"121.81,30.91",,
"114.09,22.63",,
"121.52,30.96",,
"114.30,22.73",,
"113.91,22.80",,
"121.43,31.04",,
"121.76,31.20",,
"121.23,31.00",,
"113.34,22.94",,
"121.63,31.31",,
"121.56,31.11",,
"121.46,30.91",,
"113.29,23.28",,
"113.39,22.93",,
"113.39,22.98",,
"114.36,22.68",,
"121.90,30.90",,
"113.64,23.61",,
"121.35,31.37",,
"121.16,31.27",,
"121.33,30.87",,
"121.32,31.07",,
"121.20,31.06",,
"113.32,22.91",,
"113.47,22.97",,
"121.71,31.03",,
"113.84,22.58",,
"121.26,31.35",,
"121.22,31.25",,
"113.33,23.29",,
"113.36,23.33",,
"114.26,22.75",,
"113.55,22.77",,
"121.17,31.08",,
"121.14,31.01",,
"113.53,23.11",,
"121.85,30.86",,
"113.49,23.00",,
"113.54,23.27",,
"113.87,22.80",,
"113.25,23.37",,
"121.23,31.17",,
"113.52,23.49",,
"113.48,22.92",,
"121.51,31.13",,
"121.36,31.41",,
"121.38,31.07",,
"121.22,31.16",,
"121.32,31.16",,
"114.21,22.58",,
"113.28,23.35",,
"121.23,31.31",,
"113.25,22.98",,
"113.55,23.56",,
"114.01,22.56",,
"114.22,22.76",,
"121.58,31.13",,
"113.76,23.18",,
"121.44,31.10",,
"114.20,22.70",,
"121.74,31.06",,
"113.51,23.29",,
"121.27,31.19",,
"121.34,31.72",,
"113.37,23.18",,
"113.40,23.39",,
"121.18,30.80",,
"121.34,31.27",,
"113.46,23.00",,
"121.57,31.34",,
"113.66,23.16",,
"121.49,30.92",,
"121.34,31.46",,
"113.63,23.19",,
"113.19,23.22",,
"121.39,31.02",,
"113.61,22.76",,
"121.33,30.72",,
"121.38,31.36",,
"113.53,23.16",,
"121.17,31.35",,
"113.87,22.63",,
"113.16,23.39",,
"121.45,31.35",,
"113.45,23.33",,
"113.65,23.16",,
"113.25,23.06",,
"113.33,23.43",,
"121.26,31.00",,
"113.36,23.03",,
"113.28,23.19",,
"121.81,30.87",,
"114.31,22.74",,
"121.63,30.91",,
"121.23,31.18",,
"121.44,31.11",,
"121.38,31.44",,
"114.38,22.69",,
"121.09,31.16",,
"113.47,22.80",,
"121.50,31.39",,
"113.94,22.49",,
"113.61,23.59",,
"121.29,31.22",,
"121.59,31.09",,
"121.44,30.95",,
"121.61,31.24",,
"121.33,31.42",,
"113.35,22.91",,
"121.47,31.37",,
"113.92,22.66",,
"121.41,31.12",,
"121.12,31.13",,
"121.68,30.93",,
"121.40,31.08",,
"113.39,23.10",,
"113.39,23.11",,
"113.20,23.42",,
"113.92,22.75",,
"121.69,31.28",,
"121.09,31.17",,
"114.13,22.59",,
"113.17,23.38",,
"113.66,23.13",,
"121.43,31.31",,
"113.19,23.40",,
"121.15,31.37",,
"121.09,30.90",,
"121.34,31.21",,
"121.39,31.63",,
"113.48,23.44",,
"113.34,23.21",,
"113.67,23.63",,
"121.44,30.96",,
"113.22,23.06",,
"121.66,31.31",,
"121.24,31.11",,
"113.22,23.33",,
"121.20,31.01",,
"121.59,31.03",,
"121.28,31.38",,
"114.03,22.71",,
"114.09,22.66",,
"121.34,30.85",,
"113.69,23.17",,
"121.23,31.25",,
"113.63,23.15",,
"113.40,23.19",,
"113.67,23.14",,
"114.36,22.75",,
"114.02,22.60",,
"113.44,23.39",,
"113.84,22.66",,
"121.42,31.63",,
"121.44,31.06",,
"114.32,22.74",,
"114.32,22.79",,
"113.52,23.08",,
"113.32,23.26",,
"121.61,31.07",,
"113.98,22.71",,
"121.15,31.36",,
"121.20,31.03",,
"121.23,31.38",,
"113.54,22.81",,
"114.53,22.59",,
"121.54,31.32",,
"121.59,31.13",,
"121.21,31.12",,
"121.31,31.17",,
"113.30,23.01",,
"114.09,22.69",,
"113.89,22.49",,
"121.34,31.24",,
"121.48,31.37",,
"113.89,22.66",,
"121.35,31.41",,
"113.18,23.46",,
"113.51,23.25",,
"121.25,31.25",,
"121.62,31.12",,
"121.23,31.10",,
"113.51,23.15",,
"121.52,31.33",,
"113.42,22.81",,
"113.15,23.45",,
"114.39,22.76",,
"121.61,31.31",,
"121.22,31.33",,
"121.20,31.31",,
"121.31,31.09",,
"114.18,22.59",,
"121.91,30.91",,
"121.34,31.11",,
"121.28,30.99",,
"114.23,22.64",,
"113.86,22.81",,
"113.47,22.92",,
"121.35,31.01",,
"121.25,31.34",,
"121.50,30.99",,
"121.59,31.30",,
"114.25,22.68",,
"121.15,31.18",,
"121.26,31.11",,
"113.76,22.71",,
"113.37,22.98",,
"121.40,31.42",,
"113.64,23.16",,
"113.24,23.05",,
"113.16,23.40",,
"113.48,23.41",,
"113.36,23.37",,
"121.23,31.44",,
"121.34,31.12",,
"121.28,31.07",,
"121.21,31.03",,
"121.30,31.05",,
"113.33,23.06",,
"121.23,31.36",,
"113.29,23.20",,
"121.22,30.99",,
"121.63,31.03",,
"113.92,22.63",,
"121.51,30.95",,
"121.18,31.31",,
"121.38,30.80",,
"121.29,31.21",,
"113.17,23.42",,
"113.38,23.46",,
"121.63,31.30",,
"121.20,31.27",,
"121.34,31.08",,
"121.58,31.17",,
"121.31,31.27",,
"113.87,22.77",,
"121.27,31.25",,
"113.31,23.43",,
"121.47,31.19",,
"114.42,22.64",,
"121.78,31.19",,
"121.67,31.58",,
"121.36,31.20",,
"114.22,22.72",,
"114.30,22.76",,
"121.39,31.28",,
"114.51,22.60",,
"113.35,23.38",,
"121.22,31.15",,
"114.50,22.59",,
"121.54,31.26",,
"121.12,31.22",,
"113.43,23.12",,
"114.15,22.55",,
"121.71,31.18",,
"113.87,22.48",,
"113.59,23.56",,
"113.93,22.60",,
"121.59,31.29",,
"121.61,31.53",,
"113.53,23.35",,
"121.17,31.33",,
"114.21,22.64",,
"121.40,31.30",,
"121.54,30.88",,
"121.41,31.36",,
"121.54,31.05",,
"113.27,23.04",,
"121.75,30.98",,
"121.82,30.99",,
"113.32,22.98",,
"114.31,22.70",,
"113.51,23.14",,
"113.47,22.76",,
"121.88,30.88",,
"113.11,23.34",,
"113.52,23.13",,
"113.33,23.38",,
"121.38,31.42",,
"114.14,22.67",,
"121.26,31.41",,
"113.47,23.21",,
"121.66,31.26",,
"121.84,31.05",,
"114.18,22.56",,
"121.12,31.18",,
"121.67,30.99",,
"113.35,23.31",,
"113.33,22.98",,
"113.59,23.12",,
"121.51,30.97",,
"121.47,31.33",,
"113.55,23.10",,
"121.30,31.16",,
"121.31,30.94",,
"121.54,31.36",,
"121.65,31.23",,
"113.76,23.58",,
"121.51,31.12",,
"113.37,23.02",,
"121.26,31.08",,
"121.29,31.17",,
"113.89,22.67",,
"113.35,23.07",,
"113.89,22.80",,
"121.56,31.27",,
"113.19,23.23",,
"121.85,30.88",,
"121.24,31.10",,
"121.51,30.92",,
"121.44,31.40",,
"114.27,22.71",,
"113.24,23.35",,
"121.76,31.13",,
"121.30,31.32",,
"113.52,23.07",,
"121.83,30.95",,
"121.44,31.00",,
"121.38,31.38",,
"113.35,23.03",,
"121.15,31.38",,
"113.36,23.30",,
"121.43,31.09",,
"114.35,22.73",,
"121.19,31.01",,
"113.97,22.63",,
"113.61,23.55",,
"113.42,23.42",,
"121.82,30.90",,
"121.38,31.41",,
"121.78,31.58",,
"121.29,31.16",,
"121.24,31.32",,
"114.43,22.64",,
"121.45,31.05",,
"121.86,30.98",,
"113.25,23.26",,
"113.95,22.77",,
"114.02,22.71",,
"121.69,31.17",,
"114.41,22.77",,
"121.19,31.10",,
"113.59,22.76",,
"121.79,30.91",,
"121.83,31.10",,
"121.34,31.09",,
"121.43,31.11",,
"121.81,31.15",,
"121.46,31.62",,
"121.69,31.22",,
"113.49,22.76",,
"113.87,22.81",,
"113.21,23.48",,
"113.52,23.17",,
"121.14,31.38",,
"121.71,31.55",,
"113.29,23.32",,
"113.71,23.17",,
"121.24,31.03",,
"113.32,22.95",,
"114.27,22.63",,
"113.52,22.76",,
"113.38,22.79",,
"121.31,30.96",,
"113.58,22.75",,
"113.42,22.86",,
